GEOID,NAME,county_fips,county_name,Total Population,Percent of Households with Elderly,Percent of Population with Disability,Percent of Households without Vehicle,flag_high_elderly,flag_high_disability,flag_low_vehicle_access,total_flags,preparedness_tier
06065043521,Census Tract 435.21; Riverside County; California,065,Riverside,4097,39.9,25.8,9.2,0,1,1,2,Elevated Concern
06065043522,Census Tract 435.22; Riverside County; California,065,Riverside,2722,15.6,24.7,12.1,0,1,1,2,Elevated Concern
06065043523,Census Tract 435.23; Riverside County; California,065,Riverside,3248,34.8,18.6,12.0,0,1,1,2,Elevated Concern
06065043524,Census Tract 435.24; Riverside County; California,065,Riverside,4911,45.0,20.9,2.4,1,1,0,2,Elevated Concern
06065043601,Census Tract 436.01; Riverside County; California,065,Riverside,5437,20.3,15.2,7.9,0,1,1,2,Elevated Concern
06065043602,Census Tract 436.02; Riverside County; California,065,Riverside,3563,43.3,16.2,10.5,1,1,1,3,High Priority
06065043701,Census Tract 437.01; Riverside County; California,065,Riverside,4236,37.9,19.5,4.9,0,1,0,1,Standard Preparedness
06065043702,Census Tract 437.02; Riverside County; California,065,Riverside,4959,37.3,18.9,2.9,0,1,0,1,Standard Preparedness
06065043703,Census Tract 437.03; Riverside County; California,065,Riverside,3399,33.1,12.9,1.7,0,0,0,0,Standard Preparedness
06065043802,Census Tract 438.02; Riverside County; California,065,Riverside,7421,36.4,11.8,5.2,0,0,0,0,Standard Preparedness
06065043807,Census Tract 438.07; Riverside County; California,065,Riverside,6598,27.9,13.0,2.9,0,0,0,0,Standard Preparedness
06065043809,Census Tract 438.09; Riverside County; California,065,Riverside,7384,36.8,13.6,2.7,0,0,0,0,Standard Preparedness
06065043810,Census Tract 438.10; Riverside County; California,065,Riverside,4919,71.1,18.5,0.0,1,1,0,2,Elevated Concern
06065043812,Census Tract 438.12; Riverside County; California,065,Riverside,6519,92.5,41.2,5.1,1,1,0,2,Elevated Concern
06065043813,Census Tract 438.13; Riverside County; California,065,Riverside,3896,40.4,15.3,4.6,1,1,0,2,Elevated Concern
06065043818,Census Tract 438.18; Riverside County; California,065,Riverside,4016,22.3,8.7,1.8,0,0,0,0,Standard Preparedness
06065043820,Census Tract 438.20; Riverside County; California,065,Riverside,5869,44.5,9.6,4.6,1,0,0,1,Standard Preparedness
06065043821,Census Tract 438.21; Riverside County; California,065,Riverside,5872,19.5,12.4,3.3,0,0,0,0,Standard Preparedness
06065043822,Census Tract 438.22; Riverside County; California,065,Riverside,3622,15.9,10.7,1.2,0,0,0,0,Standard Preparedness
06065043823,Census Tract 438.23; Riverside County; California,065,Riverside,13619,18.2,7.9,5.7,0,0,0,0,Standard Preparedness
06065043824,Census Tract 438.24; Riverside County; California,065,Riverside,5239,59.0,18.0,7.0,1,1,1,3,High Priority
06065043900,Census Tract 439; Riverside County; California,065,Riverside,6105,18.5,10.9,6.3,0,0,1,1,Standard Preparedness
06065044000,Census Tract 440; Riverside County; California,065,Riverside,1900,24.4,15.7,8.3,0,1,1,2,Elevated Concern
06065044101,Census Tract 441.01; Riverside County; California,065,Riverside,2817,25.9,11.1,9.7,0,0,1,1,Standard Preparedness
06065044102,Census Tract 441.02; Riverside County; California,065,Riverside,3360,33.7,21.0,2.2,0,1,0,1,Standard Preparedness
06065044103,Census Tract 441.03; Riverside County; California,065,Riverside,7023,59.4,25.1,5.1,1,1,0,2,Elevated Concern
06065044104,Census Tract 441.04; Riverside County; California,065,Riverside,3001,31.4,14.5,0.9,0,0,0,0,Standard Preparedness
06065044200,Census Tract 442; Riverside County; California,065,Riverside,5783,19.8,18.2,8.1,0,1,1,2,Elevated Concern
06065044300,Census Tract 443; Riverside County; California,065,Riverside,4749,30.6,15.3,7.2,0,1,1,2,Elevated Concern
06065044403,Census Tract 444.03; Riverside County; California,065,Riverside,3607,54.0,17.2,4.6,1,1,0,2,Elevated Concern
06065044404,Census Tract 444.04; Riverside County; California,065,Riverside,2416,40.3,14.4,3.2,1,0,0,1,Standard Preparedness
06065044405,Census Tract 444.05; Riverside County; California,065,Riverside,1578,50.3,20.5,7.9,1,1,1,3,High Priority
06065044406,Census Tract 444.06; Riverside County; California,065,Riverside,2519,36.3,18.8,3.7,0,1,0,1,Standard Preparedness
06065044407,Census Tract 444.07; Riverside County; California,065,Riverside,2659,47.1,20.9,0.9,1,1,0,2,Elevated Concern
06065044505,Census Tract 445.05; Riverside County; California,065,Riverside,6952,40.4,15.6,3.5,1,1,0,2,Elevated Concern
06065044507,Census Tract 445.07; Riverside County; California,065,Riverside,7518,22.8,8.8,10.7,0,0,1,1,Standard Preparedness
06065044509,Census Tract 445.09; Riverside County; California,065,Riverside,5545,30.7,13.7,15.5,0,0,1,1,Standard Preparedness
06065044510,Census Tract 445.10; Riverside County; California,065,Riverside,6222,16.2,13.2,4.7,0,0,0,0,Standard Preparedness
06065044515,Census Tract 445.15; Riverside County; California,065,Riverside,3871,42.6,17.8,0.7,1,1,0,2,Elevated Concern
06065044516,Census Tract 445.16; Riverside County; California,065,Riverside,7035,33.0,16.9,13.3,0,1,1,2,Elevated Concern
06065044517,Census Tract 445.17; Riverside County; California,065,Riverside,2471,52.7,26.1,6.6,1,1,1,3,High Priority
06065044518,Census Tract 445.18; Riverside County; California,065,Riverside,7473,32.3,11.2,3.1,0,0,0,0,Standard Preparedness
06065044520,Census Tract 445.20; Riverside County; California,065,Riverside,1023,64.3,22.4,6.0,1,1,0,2,Elevated Concern
06065044521,Census Tract 445.21; Riverside County; California,065,Riverside,1427,36.6,25.1,1.9,0,1,0,1,Standard Preparedness
06065044523,Census Tract 445.23; Riverside County; California,065,Riverside,1929,58.1,17.0,6.8,1,1,1,3,High Priority
06065044524,Census Tract 445.24; Riverside County; California,065,Riverside,2897,27.2,8.5,7.5,0,0,1,1,Standard Preparedness
06065044602,Census Tract 446.02; Riverside County; California,065,Riverside,2711,36.5,15.5,10.4,0,1,1,2,Elevated Concern
06065044604,Census Tract 446.04; Riverside County; California,065,Riverside,3206,45.3,16.3,4.2,1,1,0,2,Elevated Concern
06065044605,Census Tract 446.05; Riverside County; California,065,Riverside,5831,43.4,12.7,3.3,1,0,0,1,Standard Preparedness
06065044606,Census Tract 446.06; Riverside County; California,065,Riverside,3056,46.9,18.0,8.5,1,1,1,3,High Priority
06065044701,Census Tract 447.01; Riverside County; California,065,Riverside,3239,38.0,21.2,15.6,0,1,1,2,Elevated Concern
06065044702,Census Tract 447.02; Riverside County; California,065,Riverside,2094,38.4,14.1,2.8,0,0,0,0,Standard Preparedness
06065044804,Census Tract 448.04; Riverside County; California,065,Riverside,2614,27.8,12.1,3.8,0,0,0,0,Standard Preparedness
06065044805,Census Tract 448.05; Riverside County; California,065,Riverside,1583,52.8,18.9,3.1,1,1,0,2,Elevated Concern
06065044806,Census Tract 448.06; Riverside County; California,065,Riverside,1681,37.9,22.2,12.3,0,1,1,2,Elevated Concern
06065044807,Census Tract 448.07; Riverside County; California,065,Riverside,1439,48.6,20.6,11.8,1,1,1,3,High Priority
06065044904,Census Tract 449.04; Riverside County; California,065,Riverside,5575,37.9,10.7,4.6,0,0,0,0,Standard Preparedness
06065044907,Census Tract 449.07; Riverside County; California,065,Riverside,5102,15.6,6.1,1.1,0,0,0,0,Standard Preparedness
06065044911,Census Tract 449.11; Riverside County; California,065,Riverside,4855,47.5,19.7,1.9,1,1,0,2,Elevated Concern
06065044916,Census Tract 449.16; Riverside County; California,065,Riverside,5157,48.6,11.5,5.7,1,0,0,1,Standard Preparedness
06065044917,Census Tract 449.17; Riverside County; California,065,Riverside,3657,74.2,23.7,4.0,1,1,0,2,Elevated Concern
06065044918,Census Tract 449.18; Riverside County; California,065,Riverside,2462,76.5,22.3,3.8,1,1,0,2,Elevated Concern
06065044919,Census Tract 449.19; Riverside County; California,065,Riverside,4947,80.9,26.0,3.0,1,1,0,2,Elevated Concern
06065044921,Census Tract 449.21; Riverside County; California,065,Riverside,2780,62.8,16.1,2.6,1,1,0,2,Elevated Concern
06065044922,Census Tract 449.22; Riverside County; California,065,Riverside,6808,38.3,9.9,0.0,0,0,0,0,Standard Preparedness
06065044923,Census Tract 449.23; Riverside County; California,065,Riverside,3136,21.5,13.9,5.6,0,0,0,0,Standard Preparedness
06065044924,Census Tract 449.24; Riverside County; California,065,Riverside,3106,39.7,5.4,0.0,0,0,0,0,Standard Preparedness
06065044925,Census Tract 449.25; Riverside County; California,065,Riverside,3728,22.6,14.6,0.0,0,0,0,0,Standard Preparedness
06065044926,Census Tract 449.26; Riverside County; California,065,Riverside,5067,38.2,8.3,11.4,0,0,1,1,Standard Preparedness
06065044927,Census Tract 449.27; Riverside County; California,065,Riverside,3663,60.8,15.5,1.0,1,1,0,2,Elevated Concern
06065044928,Census Tract 449.28; Riverside County; California,065,Riverside,3945,77.3,16.0,7.4,1,1,1,3,High Priority
06065044929,Census Tract 449.29; Riverside County; California,065,Riverside,3920,67.5,19.9,7.8,1,1,1,3,High Priority
06065044930,Census Tract 449.30; Riverside County; California,065,Riverside,3185,38.5,19.0,0.8,0,1,0,1,Standard Preparedness
06065044931,Census Tract 449.31; Riverside County; California,065,Riverside,2546,26.5,14.4,0.0,0,0,0,0,Standard Preparedness
06065044932,Census Tract 449.32; Riverside County; California,065,Riverside,2758,31.9,13.7,3.8,0,0,0,0,Standard Preparedness
06065044933,Census Tract 449.33; Riverside County; California,065,Riverside,3628,7.8,5.7,2.8,0,0,0,0,Standard Preparedness
06065044934,Census Tract 449.34; Riverside County; California,065,Riverside,2604,35.6,12.2,30.1,0,0,1,1,Standard Preparedness
06065045000,Census Tract 450; Riverside County; California,065,Riverside,3009,39.4,14.2,8.6,0,0,1,1,Standard Preparedness
06065045103,Census Tract 451.03; Riverside County; California,065,Riverside,3086,55.1,14.2,5.4,1,0,0,1,Standard Preparedness
06065045109,Census Tract 451.09; Riverside County; California,065,Riverside,4373,32.7,6.1,2.1,0,0,0,0,Standard Preparedness
06065045110,Census Tract 451.10; Riverside County; California,065,Riverside,5188,34.5,9.5,2.2,0,0,0,0,Standard Preparedness
06065045114,Census Tract 451.14; Riverside County; California,065,Riverside,1799,78.2,19.8,0.0,1,1,0,2,Elevated Concern
06065045115,Census Tract 451.15; Riverside County; California,065,Riverside,1841,58.3,14.0,4.4,1,0,0,1,Standard Preparedness
06065045116,Census Tract 451.16; Riverside County; California,065,Riverside,1653,36.5,12.8,4.5,0,0,0,0,Standard Preparedness
06065045117,Census Tract 451.17; Riverside County; California,065,Riverside,3512,40.2,17.8,8.0,1,1,1,3,High Priority
06065045118,Census Tract 451.18; Riverside County; California,065,Riverside,2494,40.0,13.2,4.6,1,0,0,1,Standard Preparedness
06065045119,Census Tract 451.19; Riverside County; California,065,Riverside,2738,50.2,13.7,2.6,1,0,0,1,Standard Preparedness
06065045120,Census Tract 451.20; Riverside County; California,065,Riverside,4016,40.3,10.7,3.0,1,0,0,1,Standard Preparedness
06065045122,Census Tract 451.22; Riverside County; California,065,Riverside,1338,80.7,19.1,1.4,1,1,0,2,Elevated Concern
06065045123,Census Tract 451.23; Riverside County; California,065,Riverside,2271,59.0,12.8,0.0,1,0,0,1,Standard Preparedness
06065045124,Census Tract 451.24; Riverside County; California,065,Riverside,1525,53.5,19.3,4.2,1,1,0,2,Elevated Concern
06065045125,Census Tract 451.25; Riverside County; California,065,Riverside,2240,80.4,21.1,0.8,1,1,0,2,Elevated Concern
06065045126,Census Tract 451.26; Riverside County; California,065,Riverside,3216,35.2,9.4,10.5,0,0,1,1,Standard Preparedness
06065045127,Census Tract 451.27; Riverside County; California,065,Riverside,2204,48.2,16.7,12.0,1,1,1,3,High Priority
06065045128,Census Tract 451.28; Riverside County; California,065,Riverside,1668,68.3,16.2,3.3,1,1,0,2,Elevated Concern
06065045129,Census Tract 451.29; Riverside County; California,065,Riverside,5053,59.7,12.3,8.6,1,0,1,2,Elevated Concern
06065045207,Census Tract 452.07; Riverside County; California,065,Riverside,5046,27.6,9.6,2.1,0,0,0,0,Standard Preparedness
06065045209,Census Tract 452.09; Riverside County; California,065,Riverside,5840,39.0,15.8,7.8,0,1,1,2,Elevated Concern
06065045212,Census Tract 452.12; Riverside County; California,065,Riverside,2094,59.4,17.4,1.1,1,1,0,2,Elevated Concern
06065045213,Census Tract 452.13; Riverside County; California,065,Riverside,6303,32.1,14.2,6.5,0,0,1,1,Standard Preparedness
06065045214,Census Tract 452.14; Riverside County; California,065,Riverside,5865,48.1,9.9,3.6,1,0,0,1,Standard Preparedness
06065045216,Census Tract 452.16; Riverside County; California,065,Riverside,2341,87.5,20.0,1.9,1,1,0,2,Elevated Concern
06065045217,Census Tract 452.17; Riverside County; California,065,Riverside,7302,27.5,8.8,1.9,0,0,0,0,Standard Preparedness
06065045222,Census Tract 452.22; Riverside County; California,065,Riverside,2607,48.7,13.2,4.7,1,0,0,1,Standard Preparedness
06065045224,Census Tract 452.24; Riverside County; California,065,Riverside,5615,30.7,8.3,0.8,0,0,0,0,Standard Preparedness
06065045226,Census Tract 452.26; Riverside County; California,065,Riverside,6537,9.0,4.2,0.0,0,0,0,0,Standard Preparedness
06065045228,Census Tract 452.28; Riverside County; California,065,Riverside,6899,53.8,15.5,1.0,1,1,0,2,Elevated Concern
06065045233,Census Tract 452.33; Riverside County; California,065,Riverside,5317,21.1,8.8,4.7,0,0,0,0,Standard Preparedness
06065045234,Census Tract 452.34; Riverside County; California,065,Riverside,5029,38.6,7.6,5.1,0,0,0,0,Standard Preparedness
06065045235,Census Tract 452.35; Riverside County; California,065,Riverside,3339,39.3,13.6,4.6,0,0,0,0,Standard Preparedness
06065045302,Census Tract 453.02; Riverside County; California,065,Riverside,4023,32.8,14.5,0.7,0,0,0,0,Standard Preparedness
06065045303,Census Tract 453.03; Riverside County; California,065,Riverside,2712,30.5,7.7,6.6,0,0,1,1,Standard Preparedness
06065045305,Census Tract 453.05; Riverside County; California,065,Riverside,5135,19.2,11.2,0.8,0,0,0,0,Standard Preparedness
06065045306,Census Tract 453.06; Riverside County; California,065,Riverside,6107,29.6,7.8,0.8,0,0,0,0,Standard Preparedness
06065045501,Census Tract 455.01; Riverside County; California,065,Riverside,6409,23.4,10.2,3.8,0,0,0,0,Standard Preparedness
06065045502,Census Tract 455.02; Riverside County; California,065,Riverside,3391,27.6,19.6,15.5,0,1,1,2,Elevated Concern
06065045606,Census Tract 456.06; Riverside County; California,065,Riverside,3384,62.4,11.5,1.9,1,0,0,1,Standard Preparedness
06065045610,Census Tract 456.10; Riverside County; California,065,Riverside,3758,30.7,11.7,15.1,0,0,1,1,Standard Preparedness
06065045611,Census Tract 456.11; Riverside County; California,065,Riverside,3257,20.2,10.9,5.1,0,0,0,0,Standard Preparedness
06065045612,Census Tract 456.12; Riverside County; California,065,Riverside,4179,30.5,6.3,3.2,0,0,0,0,Standard Preparedness
06065045613,Census Tract 456.13; Riverside County; California,065,Riverside,1842,68.7,11.8,0.0,1,0,0,1,Standard Preparedness
06065045614,Census Tract 456.14; Riverside County; California,065,Riverside,1205,65.3,12.0,0.0,1,0,0,1,Standard Preparedness
06065045615,Census Tract 456.15; Riverside County; California,065,Riverside,3260,42.3,15.6,5.3,1,1,0,2,Elevated Concern
06065045616,Census Tract 456.16; Riverside County; California,065,Riverside,1812,22.6,7.6,6.5,0,0,1,1,Standard Preparedness
06065045617,Census Tract 456.17; Riverside County; California,065,Riverside,1631,87.1,12.0,4.8,1,0,0,1,Standard Preparedness
06065045618,Census Tract 456.18; Riverside County; California,065,Riverside,1866,17.7,8.3,2.2,0,0,0,0,Standard Preparedness
06065045619,Census Tract 456.19; Riverside County; California,065,Riverside,4778,11.1,7.7,2.4,0,0,0,0,Standard Preparedness
06065045703,Census Tract 457.03; Riverside County; California,065,Riverside,7075,29.4,11.1,9.2,0,0,1,1,Standard Preparedness
06065045704,Census Tract 457.04; Riverside County; California,065,Riverside,3194,31.6,13.9,0.7,0,0,0,0,Standard Preparedness
06065045706,Census Tract 457.06; Riverside County; California,065,Riverside,4782,35.7,13.7,5.6,0,0,0,0,Standard Preparedness
06065045707,Census Tract 457.07; Riverside County; California,065,Riverside,6523,28.5,9.1,4.6,0,0,0,0,Standard Preparedness
06065045708,Census Tract 457.08; Riverside County; California,065,Riverside,4053,10.1,4.4,0.8,0,0,0,0,Standard Preparedness
06065045709,Census Tract 457.09; Riverside County; California,065,Riverside,4547,15.3,7.0,6.9,0,0,1,1,Standard Preparedness
06065045900,Census Tract 459; Riverside County; California,065,Riverside,1773,36.6,12.0,4.3,0,0,0,0,Standard Preparedness
06065046101,Census Tract 461.01; Riverside County; California,065,Riverside,2678,31.3,16.4,15.5,0,1,1,2,Elevated Concern
06065046102,Census Tract 461.02; Riverside County; California,065,Riverside,2082,28.0,23.4,12.3,0,1,1,2,Elevated Concern
06065046103,Census Tract 461.03; Riverside County; California,065,Riverside,3188,24.8,15.0,1.3,0,0,0,0,Standard Preparedness
06065046200,Census Tract 462; Riverside County; California,065,Riverside,2711,21.0,17.3,13.6,0,1,1,2,Elevated Concern
06065046401,Census Tract 464.01; Riverside County; California,065,Riverside,4002,20.4,11.7,1.6,0,0,0,0,Standard Preparedness
06065046402,Census Tract 464.02; Riverside County; California,065,Riverside,5416,25.6,15.1,5.0,0,0,0,0,Standard Preparedness
06065046403,Census Tract 464.03; Riverside County; California,065,Riverside,7525,18.0,13.1,0.6,0,0,0,0,Standard Preparedness
06065046404,Census Tract 464.04; Riverside County; California,065,Riverside,6454,28.4,13.6,1.6,0,0,0,0,Standard Preparedness
06065046405,Census Tract 464.05; Riverside County; California,065,Riverside,4127,40.6,7.1,1.7,1,0,0,1,Standard Preparedness
06065046501,Census Tract 465.01; Riverside County; California,065,Riverside,5727,0.0,9.3,0.0,0,0,0,0,Standard Preparedness
06065046502,Census Tract 465.02; Riverside County; California,065,Riverside,3987,3.9,5.7,20.3,0,0,1,1,Standard Preparedness
06065046601,Census Tract 466.01; Riverside County; California,065,Riverside,3162,61.0,15.2,15.3,1,1,1,3,High Priority
